category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,20,407.96,8159.2,2,14,0,2,280.95,4.21,6.08,7.59,7,8.0,18.0,7.6
SOFTWARE,PREMIUM,HIGH,STANDARD,DOMESTIC,INSTALLATION,1,134.93,134.93,1,28,0,1,236.53,8.27,5.93,6.21,7,5.0,12.0,6.66
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,5,205.51,1027.55,1,22,0,0,0.0,3.14,6.04,9.36,9,5.0,12.0,5.67
SERVICES,ENTERPRISE,HIGH,PLATINUM,DOMESTIC,NONE,5,97.75,488.75,2,2,1,0,0.0,19.98,16.95,7.91,7,16.0,30.0,9.38
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,472.57,472.57,1,18,0,0,0.0,1.28,3.01,7.22,7,5.0,12.0,1.08
SERVICES,PREMIUM,HIGH,SILVER,DOMESTIC,INSTALLATION,500,119.83,59915.0,2,5,0,1,120.2,4.22,11.56,8.7,8,8.0,18.0,10.09
INDUSTRIAL,ENTERPRISE,HIGH,GOLD,DOMESTIC,NONE,2,143.1,286.2,1,21,0,0,0.0,10.37,7.58,4.94,13,12.0,24.0,7.72
FURNITURE,STANDARD,PREMIUM,GOLD,INTERNATIONAL,PREMIUM_SLA,1,270.52,270.52,1,27,0,2,319.1,6.52,10.85,8.42,9,12.0,24.0,12.87
INDUSTRIAL,STANDARD,HIGH,GOLD,DOMESTIC,EXTENDED_WARRANTY,20,60.79,1215.8,3,26,0,1,178.93,11.47,13.6,9.21,7,12.0,24.0,13.78
SOFTWARE,STANDARD,HIGH,GOLD,EUROPE,NONE,50,133.18,6659.0,2,5,0,0,0.0,14.18,14.42,11.69,7,12.0,24.0,9.26
ELECTRONICS,PREMIUM,MEDIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,45.61,228.05,5,28,0,1,83.31,4.55,6.83,2.0,5,5.0,12.0,10.79
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,TRAINING_AND_SUPPORT,1,228.86,228.86,1,23,0,1,96.49,6.72,9.58,8.72,4,8.0,18.0,4.14
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,10,154.62,1546.2,1,28,0,0,0.0,9.96,8.86,9.89,9,8.0,18.0,7.91
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,NONE,10,325.57,3255.7,1,12,0,0,0.0,12.23,14.22,8.79,10,16.0,30.0,13.8
SOFTWARE,STANDARD,HIGH,SILVER,DOMESTIC,INSTALLATION,1,106.24,106.24,4,8,0,1,179.21,14.12,8.21,6.48,9,8.0,18.0,7.91
FURNITURE,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,INSTALLATION,20,433.79,8675.8,1,21,0,1,238.23,10.6,5.64,7.04,8,8.0,18.0,12.55
FURNITURE,STANDARD,HIGH,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,500,104.26,52130.0,3,7,0,1,141.77,16.01,19.9,10.85,10,16.0,30.0,16.82
FURNITURE,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,NONE,20,150.01,3000.2,1,22,0,0,0.0,20.19,17.96,9.63,7,16.0,30.0,12.98
SERVICES,PREMIUM,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,10,290.76,2907.6,3,4,0,1,163.22,8.63,5.52,7.72,10,8.0,18.0,6.65
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,20,150.27,3005.4,1,11,0,2,438.69,7.93,12.91,9.54,4,8.0,18.0,9.77
HARDWARE,ENTERPRISE,LOW,SILVER,DOMESTIC,NONE,1,5.36,5.36,1,15,0,0,0.0,13.98,8.92,5.8,6,8.0,18.0,8.64
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,PREMIUM_SLA,500,387.9,193950.0,2,10,0,2,265.93,14.37,17.56,6.85,10,16.0,30.0,20.05
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,10,317.8,3178.0,1,19,0,1,76.0,8.77,11.32,7.81,10,8.0,18.0,9.85
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,10,326.11,3261.1,3,5,0,2,242.02,4.69,4.98,7.03,8,5.0,12.0,2.07
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,352.16,352.16,2,11,0,1,150.89,3.5,6.01,10.44,9,5.0,12.0,3.48
SERVICES,PREMIUM,HIGH,STANDARD,DOMESTIC,NONE,2,93.05,186.1,2,2,1,0,0.0,12.0,6.46,6.66,5,5.0,12.0,3.48
ELECTRONICS,PREMIUM,HIGH,SILVER,EUROPE,NONE,20,141.57,2831.4,2,9,0,0,0.0,9.9,8.73,7.19,9,8.0,18.0,3.16
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,10,336.66,3366.6,1,11,0,2,467.81,11.17,7.15,6.14,11,8.0,18.0,14.85
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,2,484.36,968.72,4,4,0,1,171.03,0.92,3.14,10.09,11,5.0,12.0,1.0
HARDWARE,PREMIUM,MEDIUM,GOLD,DOMESTIC,PREMIUM_SLA,50,27.08,1354.0,2,9,0,2,171.03,5.47,14.82,4.05,5,12.0,24.0,14.13
ELECTRONICS,PREMIUM,PREMIUM,SILVER,EUROPE,INSTALLATION,2,433.0,866.0,3,16,0,1,92.05,6.54,8.79,7.88,4,8.0,18.0,7.5
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,100,276.16,27616.0,1,16,0,0,0.0,8.09,4.62,7.24,7,5.0,12.0,10.06
OFFICE_SUPPLIES,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,TRAINING_AND_SUPPORT,5,182.13,910.65,1,27,0,1,248.99,19.06,15.19,5.85,16,16.0,30.0,15.57
SOFTWARE,ENTERPRISE,HIGH,SILVER,EUROPE,INSTALLATION,5,147.37,736.85,4,25,0,1,184.57,7.69,8.15,10.96,13,8.0,18.0,18.0
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,2,459.69,919.38,4,26,0,2,426.76,10.23,7.1,8.99,9,8.0,18.0,9.14
FURNITURE,ECONOMY,PREMIUM,SILVER,EUROPE,NONE,20,493.78,9875.6,5,25,0,0,0.0,6.4,8.84,7.53,13,8.0,18.0,11.9
FURNITURE,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,1,469.09,469.09,5,16,0,0,0.0,10.95,8.5,8.63,8,8.0,18.0,4.91
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,5,314.1,1570.5,5,10,0,1,239.65,7.29,2.6,10.1,4,5.0,12.0,6.43
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,2,355.72,711.44,1,20,0,0,0.0,3.82,2.0,7.4,9,5.0,12.0,3.69
SOFTWARE,STANDARD,HIGH,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,1,92.53,92.53,3,2,1,1,175.66,7.0,4.04,10.56,11,8.0,18.0,8.09
ELECTRONICS,ECONOMY,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,10,386.0,3860.0,1,16,0,2,479.53,15.19,10.14,7.82,8,12.0,24.0,12.2
SOFTWARE,STANDARD,HIGH,SILVER,EUROPE,PREMIUM_SLA,50,105.23,5261.5,3,24,0,2,224.78,5.55,7.25,9.21,13,8.0,18.0,12.67
SOFTWARE,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,WHITE_GLOVE,5,155.51,777.55,2,1,1,2,351.72,16.18,19.25,8.55,6,16.0,30.0,16.21
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,250,421.57,105392.5,1,15,0,0,0.0,11.97,10.96,6.58,8,8.0,18.0,13.33
FURNITURE,PREMIUM,HIGH,STANDARD,DOMESTIC,NONE,500,97.79,48895.0,1,2,1,0,0.0,2.22,6.26,11.93,12,5.0,12.0,5.08
ELECTRONICS,PREMIUM,HIGH,SILVER,DOMESTIC,NONE,10,118.67,1186.7,2,21,0,0,0.0,7.47,10.61,5.13,7,8.0,18.0,8.05
SERVICES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,WHITE_GLOVE,5,211.55,1057.75,3,17,0,2,441.55,5.48,9.49,8.55,6,8.0,18.0,9.52
ELECTRONICS,ENTERPRISE,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,75.8,1516.0,4,18,0,1,136.1,4.96,3.86,7.0,6,5.0,12.0,3.64
SOFTWARE,STANDARD,MEDIUM,STANDARD,DOMESTIC,WHITE_GLOVE,250,34.86,8715.0,3,2,1,2,256.83,6.26,4.69,3.82,7,5.0,12.0,11.43
SERVICES,STANDARD,PREMIUM,PLATINUM,DOMESTIC,PREMIUM_SLA,1,351.66,351.66,2,4,0,2,381.44,15.08,14.93,5.14,9,16.0,30.0,13.41
SERVICES,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,PREMIUM_SLA,250,254.51,63627.5,1,15,0,2,191.57,3.47,5.49,12.08,12,8.0,18.0,12.85
ELECTRONICS,STANDARD,MEDIUM,SILVER,EUROPE,PREMIUM_SLA,1,36.0,36.0,1,3,1,2,473.08,10.16,7.74,7.51,8,8.0,18.0,3.19
ELECTRONICS,ECONOMY,PREMIUM,SILVER,INTERNATIONAL,WHITE_GLOVE,20,301.01,6020.2,2,7,0,2,418.28,7.71,6.44,7.26,6,8.0,18.0,4.72
OFFICE_SUPPLIES,ECONOMY,HIGH,GOLD,DOMESTIC,WHITE_GLOVE,50,90.28,4514.0,4,7,0,2,366.16,10.79,9.68,9.9,13,12.0,24.0,10.33
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,EUROPE,INSTALLATION,250,357.76,89440.0,4,8,0,1,135.64,0.0,3.36,8.28,15,5.0,12.0,8.25
ELECTRONICS,STANDARD,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,5,411.05,2055.25,2,26,0,1,154.07,9.32,12.1,8.12,8,12.0,24.0,11.1
SERVICES,STANDARD,HIGH,STANDARD,EUROPE,NONE,10,79.54,795.4,1,30,0,0,0.0,5.75,2.17,8.63,8,5.0,12.0,10.0
HARDWARE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,1,335.03,335.03,2,3,1,0,0.0,16.97,18.98,5.52,7,16.0,30.0,3.72
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,EUROPE,PREMIUM_SLA,5,450.41,2252.05,4,19,0,2,277.37,13.27,12.79,10.97,9,12.0,24.0,13.51
FURNITURE,ECONOMY,PREMIUM,STANDARD,EUROPE,INSTALLATION,500,337.56,168780.0,4,20,0,1,164.68,6.12,6.72,5.79,8,5.0,12.0,10.3
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,100,481.78,48178.0,2,20,0,0,0.0,1.12,3.01,4.69,6,5.0,12.0,9.96
FURNITURE,STANDARD,HIGH,STANDARD,DOMESTIC,PREMIUM_SLA,250,114.88,28720.0,2,18,0,2,179.4,7.06,5.52,8.29,7,5.0,12.0,11.38
INDUSTRIAL,STANDARD,LOW,SILVER,DOMESTIC,NONE,2,7.33,14.66,5,24,0,0,0.0,9.31,11.69,8.4,5,8.0,18.0,9.8
FURNITURE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,2,343.64,687.28,4,21,0,0,0.0,5.94,9.08,11.38,9,8.0,18.0,7.32
HARDWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,50,414.92,20746.0,2,4,0,0,0.0,9.34,6.38,6.06,10,5.0,12.0,5.5
OFFICE_SUPPLIES,STANDARD,HIGH,SILVER,DOMESTIC,PREMIUM_SLA,50,124.14,6207.0,1,12,0,2,371.56,0.32,8.62,7.0,5,8.0,18.0,15.03
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,20,468.12,9362.4,5,1,1,0,0.0,5.35,4.8,5.84,8,5.0,12.0,1.29
SOFTWARE,PREMIUM,HIGH,STANDARD,INTERNATIONAL,NONE,2,107.97,215.94,1,28,0,0,0.0,3.05,3.72,9.36,7,5.0,12.0,8.75
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,2,162.32,324.64,1,22,0,1,103.18,7.63,5.83,5.09,4,5.0,12.0,7.36
SERVICES,ENTERPRISE,HIGH,SILVER,DOMESTIC,NONE,20,92.34,1846.8,4,24,0,0,0.0,12.25,8.36,6.28,9,8.0,18.0,9.22
ELECTRONICS,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,2,185.71,371.42,4,30,0,0,0.0,10.29,9.73,7.69,8,8.0,18.0,3.13
SERVICES,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,TRAINING_AND_SUPPORT,500,366.94,183470.0,1,5,0,1,151.01,5.22,7.19,8.68,12,5.0,12.0,12.0
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,250,317.49,79372.5,3,6,0,2,337.57,10.37,8.05,8.17,9,5.0,12.0,8.1
SERVICES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,10,421.55,4215.5,2,4,0,0,0.0,7.89,4.44,9.85,9,5.0,12.0,2.99
HARDWARE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,WHITE_GLOVE,100,214.17,21417.0,4,24,0,2,140.4,15.39,18.77,8.08,11,16.0,30.0,19.42
SOFTWARE,STANDARD,MEDIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,50,33.26,1663.0,2,4,0,1,98.27,0.55,5.38,2.63,3,8.0,18.0,8.92
HARDWARE,STANDARD,HIGH,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,20,140.35,2807.0,2,3,1,1,99.64,15.9,15.91,8.5,8,16.0,30.0,10.07
SOFTWARE,PREMIUM,PREMIUM,GOLD,EUROPE,NONE,2,208.43,416.86,2,13,0,0,0.0,16.76,10.75,6.55,8,12.0,24.0,15.07
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,20,394.45,7889.0,1,27,0,0,0.0,7.36,6.82,4.67,7,8.0,18.0,12.97
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,362.18,1810.9,1,18,0,1,78.55,8.12,3.75,10.39,11,5.0,12.0,6.18
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,2,376.6,753.2,3,27,0,0,0.0,1.89,5.99,9.01,11,5.0,12.0,6.1
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,20,397.77,7955.4,3,14,0,0,0.0,4.16,5.68,9.08,8,8.0,18.0,7.24
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,1,250.35,250.35,2,2,1,1,73.91,9.86,9.15,9.88,5,8.0,18.0,5.27
INDUSTRIAL,PREMIUM,MEDIUM,SILVER,EUROPE,EXTENDED_WARRANTY,1,42.43,42.43,2,8,0,1,128.2,10.95,9.53,7.8,3,8.0,18.0,5.39
HARDWARE,STANDARD,HIGH,STANDARD,EUROPE,NONE,1,101.26,101.26,2,11,0,0,0.0,3.03,5.56,2.9,6,5.0,12.0,3.31
OFFICE_SUPPLIES,ECONOMY,HIGH,GOLD,INTERNATIONAL,EXTENDED_WARRANTY,10,62.68,626.8,1,6,0,1,189.06,12.74,7.93,9.6,12,12.0,24.0,8.41
SOFTWARE,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,100,352.82,35282.0,2,8,0,0,0.0,9.06,7.66,8.53,10,8.0,18.0,11.84
HARDWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,2,437.06,874.12,5,20,0,1,116.22,4.5,6.26,5.22,7,5.0,12.0,6.18
HARDWARE,ENTERPRISE,PREMIUM,SILVER,EUROPE,PREMIUM_SLA,20,309.73,6194.6,3,28,0,2,224.71,7.8,10.11,10.11,12,8.0,18.0,6.47
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,20,240.62,4812.4,4,28,0,1,128.92,13.93,11.32,9.77,9,12.0,24.0,14.17
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,167.0,167.0,3,24,0,1,121.43,14.85,12.13,5.58,6,12.0,24.0,10.29
ELECTRONICS,ECONOMY,HIGH,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,20,139.59,2791.8,1,16,0,1,172.93,15.05,13.48,8.53,10,12.0,24.0,12.24
INDUSTRIAL,STANDARD,HIGH,SILVER,INTERNATIONAL,TRAINING_AND_SUPPORT,2,122.2,244.4,4,11,0,1,78.01,12.91,9.02,8.13,8,8.0,18.0,6.19
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,1,492.61,492.61,2,8,0,2,118.59,9.25,6.48,13.96,5,8.0,18.0,9.74
ELECTRONICS,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,477.52,477.52,1,19,0,1,104.05,14.83,14.06,9.5,13,12.0,24.0,6.92
SOFTWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,5,351.81,1759.05,1,24,0,0,0.0,6.19,5.53,9.12,14,5.0,12.0,8.94
SERVICES,ECONOMY,HIGH,PLATINUM,DOMESTIC,INSTALLATION,50,110.88,5544.0,1,14,0,1,188.26,20.5,21.01,7.14,8,16.0,30.0,17.87
OFFICE_SUPPLIES,STANDARD,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,10,111.64,1116.4,1,22,0,1,136.32,9.07,10.65,9.33,9,8.0,18.0,13.73
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,250,405.17,101292.5,1,15,0,0,0.0,11.08,3.14,8.33,11,5.0,12.0,9.36
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,500,482.76,241380.0,1,2,1,0,0.0,9.3,3.53,5.91,6,5.0,12.0,2.35
FURNITURE,ENTERPRISE,HIGH,STANDARD,DOMESTIC,NONE,250,84.34,21085.0,1,7,0,0,0.0,2.5,4.89,7.8,4,5.0,12.0,2.37
FURNITURE,PREMIUM,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,236.81,236.81,4,5,0,2,493.96,4.8,2.54,5.93,7,5.0,12.0,2.57
OFFICE_SUPPLIES,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,500,472.43,236215.0,1,9,0,0,0.0,14.72,10.24,7.61,10,8.0,18.0,10.98
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,20,366.92,7338.4,2,22,0,1,114.44,16.63,9.72,9.27,4,12.0,24.0,10.4
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,10,400.07,4000.7,2,8,0,0,0.0,7.12,3.96,6.39,12,5.0,12.0,5.23
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,443.14,886.28,2,17,0,1,241.88,6.34,5.1,4.34,8,8.0,18.0,10.89
ELECTRONICS,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,NONE,20,278.51,5570.2,1,27,0,0,0.0,7.8,7.3,7.59,9,8.0,18.0,6.87
ELECTRONICS,STANDARD,HIGH,SILVER,EUROPE,EXTENDED_WARRANTY,1000,127.63,127630.0,1,6,0,1,213.96,9.33,7.12,8.65,7,8.0,18.0,6.44
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,250,435.93,108982.5,1,29,0,1,144.53,5.75,4.72,7.08,2,5.0,12.0,10.69
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,EUROPE,WHITE_GLOVE,5,291.39,1456.95,5,12,0,2,307.34,7.15,7.62,7.69,7,8.0,18.0,7.31
HARDWARE,PREMIUM,HIGH,STANDARD,DOMESTIC,INSTALLATION,1,90.86,90.86,1,26,0,1,214.05,8.88,4.42,5.5,9,5.0,12.0,6.25
SERVICES,STANDARD,MEDIUM,STANDARD,DOMESTIC,NONE,1,47.02,47.02,3,19,0,0,0.0,3.67,5.19,9.35,11,5.0,12.0,9.76
FURNITURE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,20,436.29,8725.8,3,29,0,0,0.0,0.53,5.67,7.75,5,5.0,12.0,4.6
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,100,366.7,36670.0,3,16,0,2,487.64,4.18,3.1,9.88,12,5.0,12.0,11.48
HARDWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,500,281.13,140565.0,3,16,0,0,0.0,8.8,9.54,7.9,8,8.0,18.0,8.29
OFFICE_SUPPLIES,ECONOMY,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,1,381.02,381.02,2,1,1,2,463.39,15.4,12.65,6.09,9,12.0,24.0,11.56
INDUSTRIAL,ENTERPRISE,PREMIUM,PLATINUM,INTERNATIONAL,EXTENDED_WARRANTY,2,409.09,818.18,2,21,0,1,150.22,13.45,16.5,8.74,7,16.0,30.0,11.99
SOFTWARE,ENTERPRISE,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,20,56.5,1130.0,1,22,0,1,211.81,3.55,7.14,5.96,10,5.0,12.0,8.23
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,1,174.85,174.85,2,13,0,2,459.73,4.34,12.99,5.4,8,8.0,18.0,8.95
INDUSTRIAL,STANDARD,HIGH,PLATINUM,EUROPE,TRAINING_AND_SUPPORT,500,127.47,63735.0,1,23,0,1,232.93,16.24,15.53,9.42,8,16.0,30.0,16.78
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,100,480.03,48003.0,3,15,0,0,0.0,11.0,7.23,8.72,6,8.0,18.0,11.83
SOFTWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,500,225.44,112720.0,4,8,0,0,0.0,10.3,8.0,10.93,9,8.0,18.0,13.87
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,50,470.38,23519.0,2,5,0,1,138.88,5.12,3.62,6.65,6,5.0,12.0,8.01
ELECTRONICS,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,2,246.24,492.48,1,18,0,0,0.0,0.2,7.06,6.24,5,5.0,12.0,5.21
FURNITURE,STANDARD,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,250,333.71,83427.5,4,24,0,1,234.8,6.16,4.31,8.71,6,5.0,12.0,8.17
OFFICE_SUPPLIES,ENTERPRISE,HIGH,PLATINUM,DOMESTIC,WHITE_GLOVE,5,146.73,733.65,1,1,1,2,265.08,16.73,15.73,8.41,9,16.0,30.0,10.81
FURNITURE,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,20,199.28,3985.6,1,25,0,1,143.58,6.27,5.05,12.98,8,8.0,18.0,9.15
SERVICES,STANDARD,MEDIUM,STANDARD,EUROPE,PREMIUM_SLA,5,43.23,216.15,1,5,0,2,478.41,1.75,2.46,8.14,10,5.0,12.0,6.84
OFFICE_SUPPLIES,STANDARD,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,10,345.46,3454.6,3,5,0,2,352.23,10.2,11.85,8.96,8,12.0,24.0,10.17
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,285.82,1429.1,1,26,0,1,87.07,12.0,3.51,9.86,8,5.0,12.0,8.8
HARDWARE,STANDARD,LOW,GOLD,DOMESTIC,NONE,50,14.0,700.0,5,22,0,0,0.0,10.41,9.3,5.99,6,12.0,24.0,10.05
HARDWARE,STANDARD,PREMIUM,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,20,229.06,4581.2,1,4,0,1,116.12,5.86,6.13,8.5,10,8.0,18.0,1.38
OFFICE_SUPPLIES,STANDARD,HIGH,STANDARD,DOMESTIC,INSTALLATION,20,144.0,2880.0,3,1,1,1,108.28,3.23,3.55,6.46,5,5.0,12.0,2.27
SOFTWARE,STANDARD,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,10,259.56,2595.6,2,16,0,1,76.25,7.27,6.67,10.7,6,8.0,18.0,12.79
OFFICE_SUPPLIES,STANDARD,PREMIUM,GOLD,DOMESTIC,WHITE_GLOVE,20,214.19,4283.8,2,17,0,2,298.43,11.0,13.69,5.92,10,12.0,24.0,14.48
OFFICE_SUPPLIES,STANDARD,HIGH,PLATINUM,INTERNATIONAL,NONE,5,59.39,296.95,1,4,0,0,0.0,14.2,13.49,9.21,5,16.0,30.0,8.89
INDUSTRIAL,ENTERPRISE,MEDIUM,STANDARD,DOMESTIC,INSTALLATION,50,18.69,934.5,2,26,0,1,174.49,5.61,7.07,9.91,6,5.0,12.0,8.86
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,INTERNATIONAL,WHITE_GLOVE,100,357.36,35736.0,1,6,0,2,273.57,7.89,5.29,5.35,7,5.0,12.0,6.34
HARDWARE,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,100,258.66,25866.0,5,17,0,1,183.76,11.11,9.37,6.22,4,8.0,18.0,11.88
SERVICES,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,500,138.35,69175.0,1,13,0,1,123.25,4.5,3.19,7.7,7,5.0,12.0,12.0
OFFICE_SUPPLIES,STANDARD,HIGH,STANDARD,EUROPE,NONE,1,132.74,132.74,1,5,0,0,0.0,6.11,4.73,7.15,10,5.0,12.0,1.0
HARDWARE,STANDARD,PREMIUM,GOLD,DOMESTIC,WHITE_GLOVE,1,331.41,331.41,2,14,0,2,388.61,8.65,11.43,8.78,5,12.0,24.0,8.04
ELECTRONICS,ECONOMY,HIGH,GOLD,DOMESTIC,NONE,2,146.82,293.64,4,4,0,0,0.0,11.28,11.77,7.58,8,12.0,24.0,5.42
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,20,272.79,5455.8,1,17,0,0,0.0,6.96,7.79,5.75,12,5.0,12.0,10.19
ELECTRONICS,STANDARD,PREMIUM,PLATINUM,DOMESTIC,PREMIUM_SLA,10,316.48,3164.8,1,12,0,2,384.07,11.73,17.3,11.96,6,16.0,30.0,11.1
OFFICE_SUPPLIES,ECONOMY,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,1,485.12,485.12,1,4,0,1,109.97,7.57,4.65,6.02,11,5.0,12.0,7.72
HARDWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1000,240.94,240940.0,1,19,0,0,0.0,6.34,6.12,8.67,8,5.0,12.0,10.13
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,5,188.68,943.4,1,20,0,0,0.0,5.2,4.14,8.78,14,5.0,12.0,12.0
